port,country,locode,lat,lon,rank,global_trade,port_url,port_in_vessels_graph,Port_arrivals_and_departures_graph,container_trade_graph,map
PORT AU PRINCE,HT,HT PAP,18.5944,-72.3074,592,0,https://www.econdb.com/maritime/ports/async/HT PAP/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=HT PAP,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=HT PAP,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=HT PAP,https://www.econdb.com/maritime/search/?ab=18.5444%2C-72.3574%2C18.6444%2C-72.2574&center=18.5944%2C-72.3074
Mokpo,KR,KR MOK,34.7833,126.383,593,0,https://www.econdb.com/maritime/ports/async/KR MOK/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=KR MOK,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=KR MOK,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=KR MOK,https://www.econdb.com/maritime/search/?ab=34.7333%2C126.333%2C34.833299999999994%2C126.43299999999999&center=34.7833%2C126.383
Volos,GR,GR VOL,39.3667,22.95,594,0,https://www.econdb.com/maritime/ports/async/GR VOL/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GR VOL,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GR VOL,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GR VOL,https://www.econdb.com/maritime/search/?ab=39.316700000000004%2C22.9%2C39.4167%2C23.0&center=39.3667%2C22.95
Fawley Marine Terminal,UK,GB FAW,50.8167,-1.33333,595,0,https://www.econdb.com/maritime/ports/async/GB FAW/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GB FAW,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GB FAW,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GB FAW,https://www.econdb.com/maritime/search/?ab=50.7667%2C-1.38333%2C50.866699999999994%2C-1.2833299999999999&center=50.8167%2C-1.33333
Bangkok Phra Khanong,TH,TH KRU,13.703,100.582,596,0,https://www.econdb.com/maritime/ports/async/TH KRU/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=TH KRU,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=TH KRU,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=TH KRU,https://www.econdb.com/maritime/search/?ab=13.652999999999999%2C100.532%2C13.753%2C100.63199999999999&center=13.703%2C100.582
Dubayy,AE,AE DXB,25.2667,55.3,597,0,https://www.econdb.com/maritime/ports/async/AE DXB/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=AE DXB,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=AE DXB,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=AE DXB,https://www.econdb.com/maritime/search/?ab=25.2167%2C55.25%2C25.3167%2C55.349999999999994&center=25.2667%2C55.3
Komatsushima,JP,JP KOM,34.0167,134.6,598,0,https://www.econdb.com/maritime/ports/async/JP KOM/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=JP KOM,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=JP KOM,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=JP KOM,https://www.econdb.com/maritime/search/?ab=33.9667%2C134.54999999999998%2C34.0667%2C134.65&center=34.0167%2C134.6
Batam Island,ID,ID BTM,1.05,104.02,599,0,https://www.econdb.com/maritime/ports/async/ID BTM/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=ID BTM,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=ID BTM,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=ID BTM,https://www.econdb.com/maritime/search/?ab=1.0%2C103.97%2C1.1%2C104.07&center=1.05%2C104.02
Palembang,ID,ID PLM,-2.98333,104.767,600,0,https://www.econdb.com/maritime/ports/async/ID PLM/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=ID PLM,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=ID PLM,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=ID PLM,https://www.econdb.com/maritime/search/?ab=-3.03333%2C104.717%2C-2.93333%2C104.817&center=-2.98333%2C104.767
Sillamae,EE,EE SLM,59.4261,27.7395,601,0,https://www.econdb.com/maritime/ports/async/EE SLM/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=EE SLM,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=EE SLM,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=EE SLM,https://www.econdb.com/maritime/search/?ab=59.3761%2C27.6895%2C59.476099999999995%2C27.7895&center=59.4261%2C27.7395
New Mangalore,IN,IN NML,12.9167,74.8167,602,0,https://www.econdb.com/maritime/ports/async/IN NML/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=IN NML,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=IN NML,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=IN NML,https://www.econdb.com/maritime/search/?ab=12.8667%2C74.7667%2C12.966700000000001%2C74.8667&center=12.9167%2C74.8167
Ghent,BE,BE GNE,51.0667,3.73333,603,0,https://www.econdb.com/maritime/ports/async/BE GNE/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=BE GNE,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=BE GNE,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=BE GNE,https://www.econdb.com/maritime/search/?ab=51.0167%2C3.68333%2C51.116699999999994%2C3.78333&center=51.0667%2C3.73333
Shibushi Wan,JP,JP SBS,31.4667,131.1,604,0,https://www.econdb.com/maritime/ports/async/JP SBS/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=JP SBS,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=JP SBS,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=JP SBS,https://www.econdb.com/maritime/search/?ab=31.4167%2C131.04999999999998%2C31.5167%2C131.15&center=31.4667%2C131.1
Butzfleth,DE,DE BUZ,53.65,9.51667,605,0,https://www.econdb.com/maritime/ports/async/DE BUZ/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=DE BUZ,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=DE BUZ,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=DE BUZ,https://www.econdb.com/maritime/search/?ab=53.6%2C9.466669999999999%2C53.699999999999996%2C9.56667&center=53.65%2C9.51667
Mo i Rana,NO,NO MQN,66.3137,14.142,606,0,https://www.econdb.com/maritime/ports/async/NO MQN/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=NO MQN,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=NO MQN,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=NO MQN,https://www.econdb.com/maritime/search/?ab=66.2637%2C14.091999999999999%2C66.3637%2C14.192&center=66.3137%2C14.142
Port Colborne,CA,CA PCO,42.8833,-79.25,607,0,https://www.econdb.com/maritime/ports/async/CA PCO/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CA PCO,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CA PCO,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CA PCO,https://www.econdb.com/maritime/search/?ab=42.8333%2C-79.3%2C42.933299999999996%2C-79.2&center=42.8833%2C-79.25
Emden,DE,DE EME,53.3333,7.18333,608,0,https://www.econdb.com/maritime/ports/async/DE EME/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=DE EME,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=DE EME,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=DE EME,https://www.econdb.com/maritime/search/?ab=53.283300000000004%2C7.13333%2C53.3833%2C7.23333&center=53.3333%2C7.18333
Aalborg,DK,DK AAL,57.0488,9.92175,610,0,https://www.econdb.com/maritime/ports/async/DK AAL/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=DK AAL,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=DK AAL,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=DK AAL,https://www.econdb.com/maritime/search/?ab=56.9988%2C9.871749999999999%2C57.0988%2C9.97175&center=57.0488%2C9.92175
Tokuyama,JP,JP TKY,34.0333,131.817,611,0,https://www.econdb.com/maritime/ports/async/JP TKY/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=JP TKY,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=JP TKY,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=JP TKY,https://www.econdb.com/maritime/search/?ab=33.9833%2C131.767%2C34.083299999999994%2C131.86700000000002&center=34.0333%2C131.817
Villa San Giovanni,IT,IT VSG,38.222,15.63,612,0,https://www.econdb.com/maritime/ports/async/IT VSG/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=IT VSG,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=IT VSG,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=IT VSG,https://www.econdb.com/maritime/search/?ab=38.172000000000004%2C15.58%2C38.272%2C15.680000000000001&center=38.222%2C15.63
Point Wells,US,US OW4,47.7833,-122.4,613,0,https://www.econdb.com/maritime/ports/async/US OW4/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US OW4,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US OW4,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US OW4,https://www.econdb.com/maritime/search/?ab=47.7333%2C-122.45%2C47.833299999999994%2C-122.35000000000001&center=47.7833%2C-122.4
Gunsan,KR,KR KUV,35.59,126.43,614,0,https://www.econdb.com/maritime/ports/async/KR KUV/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=KR KUV,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=KR KUV,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=KR KUV,https://www.econdb.com/maritime/search/?ab=35.540000000000006%2C126.38000000000001%2C35.64%2C126.48&center=35.59%2C126.43
Galveston,US,US GLS,29.3167,-94.7833,615,0,https://www.econdb.com/maritime/ports/async/US GLS/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US GLS,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US GLS,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US GLS,https://www.econdb.com/maritime/search/?ab=29.2667%2C-94.8333%2C29.3667%2C-94.7333&center=29.3167%2C-94.7833
Wismar,DE,DE WIS,53.9,11.4667,616,0,https://www.econdb.com/maritime/ports/async/DE WIS/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=DE WIS,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=DE WIS,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=DE WIS,https://www.econdb.com/maritime/search/?ab=53.85%2C11.416699999999999%2C53.949999999999996%2C11.5167&center=53.9%2C11.4667
Yalova,TR,TR YAL,40.6549,29.2842,617,0,https://www.econdb.com/maritime/ports/async/TR YAL/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=TR YAL,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=TR YAL,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=TR YAL,https://www.econdb.com/maritime/search/?ab=40.6049%2C29.234199999999998%2C40.704899999999995%2C29.3342&center=40.6549%2C29.2842
Avaldsnes,NO,NO AVA,59.3549,5.27859,618,0,https://www.econdb.com/maritime/ports/async/NO AVA/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=NO AVA,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=NO AVA,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=NO AVA,https://www.econdb.com/maritime/search/?ab=59.3049%2C5.2285900000000005%2C59.4049%2C5.32859&center=59.3549%2C5.27859
Khor Fakkan,AE,AE KLF,25.3417,56.3486,619,0,https://www.econdb.com/maritime/ports/async/AE KLF/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=AE KLF,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=AE KLF,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=AE KLF,https://www.econdb.com/maritime/search/?ab=25.2917%2C56.2986%2C25.3917%2C56.398599999999995&center=25.3417%2C56.3486
Bordeaux,FR,FR BOD,44.8667,-0.566667,620,0,https://www.econdb.com/maritime/ports/async/FR BOD/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=FR BOD,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=FR BOD,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=FR BOD,https://www.econdb.com/maritime/search/?ab=44.816700000000004%2C-0.6166670000000001%2C44.9167%2C-0.516667&center=44.8667%2C-0.566667
Santo Domingo,DO,DO SDQ,18.4667,-69.8833,621,0,https://www.econdb.com/maritime/ports/async/DO SDQ/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=DO SDQ,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=DO SDQ,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=DO SDQ,https://www.econdb.com/maritime/search/?ab=18.4167%2C-69.9333%2C18.5167%2C-69.83330000000001&center=18.4667%2C-69.8833
Mar Del Plata,AR,AR MDQ,-38.0333,-57.5333,622,0,https://www.econdb.com/maritime/ports/async/AR MDQ/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=AR MDQ,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=AR MDQ,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=AR MDQ,https://www.econdb.com/maritime/search/?ab=-38.083299999999994%2C-57.583299999999994%2C-37.9833%2C-57.4833&center=-38.0333%2C-57.5333
Iraklion,GR,GR HER,35.35,25.15,623,0,https://www.econdb.com/maritime/ports/async/GR HER/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GR HER,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GR HER,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GR HER,https://www.econdb.com/maritime/search/?ab=35.300000000000004%2C25.099999999999998%2C35.4%2C25.2&center=35.35%2C25.15
Takamatsu,JP,JP TAK,34.35,134.05,624,0,https://www.econdb.com/maritime/ports/async/JP TAK/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=JP TAK,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=JP TAK,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=JP TAK,https://www.econdb.com/maritime/search/?ab=34.300000000000004%2C134.0%2C34.4%2C134.10000000000002&center=34.35%2C134.05
Sakaiminato,JP,JP SMN,35.5333,133.233,625,0,https://www.econdb.com/maritime/ports/async/JP SMN/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=JP SMN,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=JP SMN,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=JP SMN,https://www.econdb.com/maritime/search/?ab=35.4833%2C133.183%2C35.583299999999994%2C133.28300000000002&center=35.5333%2C133.233
Villagarcia De Arosa,ES,ES VIL,42.6,-8.76667,626,0,https://www.econdb.com/maritime/ports/async/ES VIL/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=ES VIL,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=ES VIL,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=ES VIL,https://www.econdb.com/maritime/search/?ab=42.550000000000004%2C-8.81667%2C42.65%2C-8.716669999999999&center=42.6%2C-8.76667
Schiedam,NL,NL SCI,51.9,4.4,627,0,https://www.econdb.com/maritime/ports/async/NL SCI/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=NL SCI,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=NL SCI,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=NL SCI,https://www.econdb.com/maritime/search/?ab=51.85%2C4.3500000000000005%2C51.949999999999996%2C4.45&center=51.9%2C4.4
Zanzibar,TZ,TZ ZNZ,-6.16667,39.1833,628,0,https://www.econdb.com/maritime/ports/async/TZ ZNZ/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=TZ ZNZ,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=TZ ZNZ,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=TZ ZNZ,https://www.econdb.com/maritime/search/?ab=-6.21667%2C39.133300000000006%2C-6.11667%2C39.2333&center=-6.16667%2C39.1833
Aberdeen,UK,GB ABD,57.15,-2.08333,629,0,https://www.econdb.com/maritime/ports/async/GB ABD/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GB ABD,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GB ABD,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GB ABD,https://www.econdb.com/maritime/search/?ab=57.1%2C-2.13333%2C57.199999999999996%2C-2.0333300000000003&center=57.15%2C-2.08333
Sluiskil,NL,NL SLU,51.2777,3.83669,630,0,https://www.econdb.com/maritime/ports/async/NL SLU/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=NL SLU,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=NL SLU,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=NL SLU,https://www.econdb.com/maritime/search/?ab=51.227700000000006%2C3.78669%2C51.3277%2C3.8866899999999998&center=51.2777%2C3.83669
Oxelosund,SE,SE OXE,58.6667,17.1167,631,0,https://www.econdb.com/maritime/ports/async/SE OXE/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=SE OXE,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=SE OXE,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=SE OXE,https://www.econdb.com/maritime/search/?ab=58.6167%2C17.0667%2C58.716699999999996%2C17.166700000000002&center=58.6667%2C17.1167
Monfalcone,IT,IT MNF,45.7833,13.55,632,0,https://www.econdb.com/maritime/ports/async/IT MNF/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=IT MNF,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=IT MNF,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=IT MNF,https://www.econdb.com/maritime/search/?ab=45.7333%2C13.5%2C45.833299999999994%2C13.600000000000001&center=45.7833%2C13.55
